keyword,recent_count,prior_count,growth
ligand binding protein gene,68,235,3.57
biobehavioral,111,383,3.57
caring,1002,3466,3.57
biobehavior,111,383,3.57
provider,622,2149,3.57
architecture,165,570,3.57
ribosomes,40,138,3.57
regulator genes,66,228,3.57
gene transfer clinical,47,163,3.56
veterans,335,1159,3.56
genetic intervention,47,163,3.56
genetic therapy,47,163,3.56
social work,105,364,3.56
analytical tool,38,132,3.55
nucleus pigmentosus pontis,59,205,3.55
blue nucleus,59,205,3.55
statistical models,74,257,3.55
policies,675,2347,3.55
opioid medication abuse,48,167,3.54
prescription opiate abuse,48,167,3.54
opioid prescription drug abuse,48,167,3.54
alcohol seeking,198,690,3.54
alcohol seeking behavior,198,690,3.54
ethanol seeking,198,690,3.54
ethanol-seeking behavior,198,690,3.54
ethics,194,676,3.54
hepatic body system,148,515,3.54
hepatic organ system,148,515,3.54
fatal suicide,131,458,3.53
fatal attempt,131,458,3.53
health care systems,319,1113,3.53
intent to die,131,458,3.53
viral vector,186,650,3.53
uptake,427,1492,3.53
cellular targeting,53,185,3.53
selectively expressed,71,249,3.52
oral drug administration,44,154,3.52
bioavailability,118,413,3.52
biological availability,118,413,3.52
physiologic availability,118,413,3.52
public health priorities,69,242,3.52
tumor suppressor proteins,36,126,3.52
tumor suppressor,36,126,3.52
motor control,44,154,3.52
selective expression,71,249,3.52
it systems,64,225,3.51
information technology systems,64,225,3.51
drinking initiation,39,137,3.51
syringes,39,137,3.51
neural degenerative disorders,97,341,3.51
degenerative diseases of motor and sensory neurons,97,341,3.51
degenerative neurological diseases,97,341,3.51
endogenous cannabinoid system,62,218,3.51
obsessive-compulsive neurosis,112,394,3.51
liquid chromatography mass spectrometry,41,144,3.51
career,1086,3814,3.51
msm,33,116,3.51
obsessive-compulsive disorder,112,394,3.51
neural degenerative diseases,97,341,3.51
reduce tobacco use,40,141,3.5
repair,71,250,3.5
repaired,71,250,3.5
substance use,1213,4282,3.49
enroll,685,2418,3.49
food and drug administration,180,637,3.49
usfda,180,637,3.49
united states food and drug administration,180,637,3.49
treatment adherence,85,300,3.49
flow cytofluorometry,44,156,3.48
trauma,238,844,3.48
solubility,50,177,3.48
relapsed disease,44,156,3.48
recurrent disease,44,156,3.48
flow microfluorometry,44,156,3.48
data modeling,35,124,3.48
spinal,82,291,3.48
neurobehavioral signs and symptoms,35,124,3.48
reduced alcohol use,93,330,3.48
fitness,40,142,3.47
disease progression,128,455,3.47
competence,116,412,3.47
early diagnosis,74,263,3.47
research methods,269,955,3.47
cigarette smoke,96,341,3.47
electroencephalography,189,671,3.47
emotion regulation,103,366,3.47
nanoparticle,37,132,3.46
combinatorial,83,296,3.46
quality control,66,235,3.46
recombination,53,189,3.46
marketing,248,883,3.46
wakefulness,32,114,3.46
peripheral,336,1198,3.46
nano particle,37,132,3.46
immunosuppression,30,107,3.46
mitochondria,95,339,3.46
synaptic circuit,833,2980,3.45
suicidal attempt,38,136,3.45
ensure,752,2689,3.45
synaptic circuitry,833,2980,3.45
neural circuit,833,2980,3.45
information systems,64,229,3.45
pharmacogenomics,33,118,3.45
cancer treatment,116,415,3.45
malignant neoplasm therapy,116,415,3.45
neural circuitry,833,2980,3.45
cancer therapy,116,415,3.45
malignant neoplasm treatment,116,415,3.45
single molecule,40,143,3.45
non fatal attempt,38,136,3.45
suicide attempt,38,136,3.45
cancer cell,158,565,3.45
malignant cell,158,565,3.45
defined contribution,31,111,3.44
data set,646,2313,3.44
public health schools,31,111,3.44
axon,167,598,3.44
immunomodulation,31,111,3.44
immunologic reactivity control,31,111,3.44
oncogene addiction,61,219,3.44
immune modulation,31,111,3.44
program development,114,409,3.44
epithelial cells,41,147,3.44
motivated behavior,286,1028,3.43
positioning attribute,772,2779,3.43
position,772,2779,3.43
mindfulness,82,295,3.43
antiretroviral therapy,174,625,3.43
neuron loss,36,130,3.42
infrastructure,482,1739,3.42
retinal s-antigen,56,202,3.42
timeline,117,422,3.42
neuron cell death,36,130,3.42
policy maker,165,595,3.42
neuronal loss,36,130,3.42
neuronal cell death,36,130,3.42
maps,646,2330,3.42
catalogs,51,184,3.42
qoc,100,362,3.41
transcriptional regulatory elements,66,239,3.41
mitochondrial,95,344,3.41
post-traumatic neuroses,316,1142,3.41
post-traumatic stress disorders,316,1142,3.41
posttraumatic neuroses,316,1142,3.41
feedback,591,2139,3.41
quality of care,100,362,3.41
trans acting element,66,239,3.41
risk gene,57,207,3.4
cognitive discrimination,159,576,3.4
licensing,75,272,3.4
disorder model,87,316,3.4
risk loci,57,207,3.4
risk locus,57,207,3.4
sodium channel,32,116,3.4
postmortem,173,627,3.4
risk genotype,57,207,3.4
risk allele,57,207,3.4
financial support,33,120,3.39
needles,41,149,3.39
deterioration,30,109,3.39
medical rehabilitation,86,313,3.39
healthcare systems,319,1162,3.39
marijuana user,70,255,3.39
pathway analysis,107,391,3.38
network analysis,107,391,3.38
discrimination,159,581,3.38
biophysics,59,215,3.38
cessation of life,911,3322,3.38
scientist,859,3146,3.37
muscle tissue,65,238,3.37
contracting opportunities,178,652,3.37
cause of death,251,919,3.37
fighting,44,161,3.37
neuroglia,182,666,3.37
neuroglial cells,182,666,3.37
kolliker's reticulum,182,666,3.37
glial cells,182,666,3.37
technology,1125,4113,3.37
non-neuronal cell,182,666,3.37
nerve cement,182,666,3.37
contracts,178,652,3.37
2-arachidonoyl-sn-glycerol,30,110,3.36
2-ag,30,110,3.36
misuse of prescription only drugs,36,132,3.36
prescription drug misuse,36,132,3.36
death,911,3343,3.36
rodent model,359,1316,3.36
home,347,1273,3.36
mortality,830,3043,3.36
fetal,90,330,3.36
endothelial cells,33,121,3.36
mouse model,598,2203,3.35
recruit,1401,5152,3.35
therapy adherence,47,173,3.35
focus groups,206,758,3.35
compare effectiveness,68,251,3.34
engineering,275,1015,3.34
electronic healthcare record,75,277,3.34
sprague-dawley rats,32,118,3.34
foundations,894,3309,3.33
immunohistochemistry cell/tissue,219,812,3.33
analgesics,560,2076,3.33
genome sequencing,50,185,3.33
tlr4,31,115,3.32
malignant breast tumor,63,234,3.32
breast cancer,63,234,3.32
malignant breast neoplasm,63,234,3.32
tlr4 gene,31,115,3.32
small molecule,353,1312,3.32
hepatocyte,38,141,3.32
viral,644,2394,3.32
familiarity,39,145,3.32
body tissues,679,2521,3.32
tissues,679,2525,3.32
cross-over designs,37,138,3.31
translations,391,1458,3.31
data management,102,380,3.31
native americans,72,268,3.31
accidents,62,232,3.3
iq deficit,64,239,3.3
neurocognitive deficit,64,239,3.3
childrearing,65,243,3.3
optical,178,665,3.3
oncogenic,121,452,3.3
data sources,79,295,3.3
output,433,1619,3.3
resources,1303,4876,3.3
research resources,1303,4873,3.3
inflammatory response,61,229,3.29
phase 1 study,55,206,3.29
phase i study,55,206,3.29
scaffolding,164,615,3.29
pilot trial,112,420,3.29
scaffold,164,615,3.29
organ,132,495,3.29
optics,178,668,3.29
translation research,390,1460,3.29
alcohol measurement,81,304,3.29
united states,1312,4911,3.29
treatment as usual,268,1004,3.29
usual care,268,1004,3.29
ethyl alcohol measurements,81,304,3.29
ethanol measurement,81,304,3.29
risk variant,57,214,3.29
sound,117,438,3.29
alcohol level,81,304,3.29
etoh level,81,304,3.29
case report,48,180,3.29
case study,48,180,3.29
research support,219,822,3.29
nasal passages nose,37,139,3.28
health services delivery,91,342,3.28
enzyme-linked immunosorbent assay,42,158,3.28
mothers,194,730,3.28
predictor of response,34,128,3.28
mutagenesis molecular biology,72,271,3.28
predictive response,34,128,3.28
elisa,42,158,3.28
pharmacists,37,139,3.28
response prediction,34,128,3.28
adolescent boy,33,124,3.28
male adolescents,33,124,3.28
health care delivery,91,342,3.28
socio-economic status,103,389,3.27
glia,182,687,3.27
cholinergic neuron,39,147,3.27
nursing profession,48,181,3.27
nursing field,48,181,3.27
discipline of nursing,48,181,3.27
study models,90,339,3.27
permeability,104,392,3.27
ketamine,54,204,3.26
loss of function,95,359,3.26
impaired behavior,42,159,3.26
behavioral impairment,42,159,3.26
gene therapy,47,178,3.26
hyperactivity,132,499,3.26
suicide,131,496,3.26
reversal learning,45,171,3.25
logistics,68,258,3.25
healthy volunteer,50,190,3.25
protocols documentation,836,3177,3.25
learned behavior,57,216,3.25
learning behavior,57,216,3.25
academia,40,152,3.25
pragmatic trial,50,190,3.25
surgeon,74,281,3.25
glean,34,129,3.25
research activity,152,577,3.25
molecular dynamics,44,167,3.25
diaries,53,202,3.24
informant,53,202,3.24
infectious disorder,140,533,3.24
problematic alcohol use,383,1458,3.24
infectious disease pathway,140,533,3.24
educational aspects,498,1895,3.24
infectious diseases,140,533,3.24
problematic alcohol consumption,383,1458,3.24
female health,53,202,3.24
arm,305,1163,3.23
flow cytophotometry,44,168,3.23
chemistry,173,661,3.23
thalamic,187,715,3.23
thalamic structure,187,715,3.23
psychological distress,43,164,3.23
inhibitory synapse,34,130,3.23
clinic,613,2341,3.23
flow cytofluorometries,44,168,3.23
flow microfluorimetry,44,168,3.23
recombinant oxytocin,48,184,3.22
ocytocin,48,184,3.22
healthcare delivery,91,349,3.22
pre-clinical study,314,1206,3.21
alcohol initiation,39,150,3.21
demographics,101,388,3.21
preclinical study,314,1206,3.21
neoplasm/cancer,602,2310,3.21
alcohol use initiation,39,150,3.21
malignancy,602,2310,3.21
malignant tumor,602,2310,3.21
malignant neoplasms,602,2310,3.21
cancers,602,2310,3.21
signaling protein,97,374,3.2
hair,40,154,3.2
communicable diseases,140,539,3.2
gpcr signaling,60,231,3.2
g protein-coupled receptor signaling,60,231,3.2
effective intervention,218,841,3.2
alkaloids,46,178,3.19
resolution,525,2029,3.19
police,37,143,3.19
gastrointestinal,36,139,3.19
implantation,31,120,3.19
pancreas,30,116,3.19
pancreatic,30,116,3.19
mentors,1034,3997,3.19
dimensions,252,974,3.19
9-ene-tetrahydrocannabinol,82,317,3.19
delta-9-tetrahydrocannabinol,82,317,3.19
metabolic,305,1180,3.19
tetrahydrocannabinol,82,317,3.19
delta(1)-thc,82,317,3.19
delta(1)-tetrahydrocannabinol,82,317,3.19
delta(9)-thc,82,317,3.19
delta(9)-tetrahydrocannabinol,82,317,3.19
structural biology,49,190,3.18
cell count,32,124,3.18
update,198,769,3.18
dependoparvovirus,34,132,3.18
minor tranquilizing agents,94,365,3.18
cell number,32,124,3.18
msir,455,1766,3.18
oramorph,455,1766,3.18
kadian,455,1766,3.18
infumorph,455,1766,3.18
statex sr,455,1766,3.18
oramorph sr,455,1766,3.18
roxanol,455,1766,3.18
morphia,455,1766,3.18
drug candidate,89,346,3.17
hep c,70,272,3.17
social service,105,408,3.17
discover genes,44,171,3.17
fright,211,820,3.17
custom,91,354,3.17
evidence based treatment,246,958,3.17
cannabis,252,980,3.17
psychological health,716,2790,3.17
mental hygiene,716,2790,3.17
chemotactic cytokines,46,179,3.17
bacteria,32,125,3.16
critical pathways,32,125,3.16
in situ hybridization genetics,102,398,3.16
critical paths,32,125,3.16
tool development,31,121,3.16
personal satisfaction,254,992,3.16
well-being,254,992,3.16
arrestins,56,219,3.15
computer models,186,729,3.15
clinical effectiveness,35,137,3.15
non-polyadenylated rna,201,786,3.15
rna gene products,201,786,3.15
collection,303,1185,3.15
patient centered,160,626,3.15
patient oriented,160,626,3.15
pain tolerance,35,137,3.15
pain tolerance level,35,137,3.15
war,30,118,3.14
anhedonia,83,326,3.14
safety,621,2438,3.14
intraoral drug delivery,44,173,3.14
cognitive manifestations,35,138,3.13
histology,52,205,3.13
traumatic neurosis,316,1247,3.13
clinical assessments,64,252,3.13
ptsd,316,1247,3.13
cognitive symptoms,35,138,3.13
education,498,1964,3.13
hepatic cells,34,134,3.13
mental health,716,2819,3.13
neurobehavioral manifestations,35,138,3.13
clinical practice,282,1110,3.13
hepatic parenchymal cell,34,134,3.13
lung,153,602,3.13
phase ii study,46,182,3.12
lipids,145,574,3.12
gxe interaction,38,150,3.12
cancer etiology,80,316,3.12
gene x environment interaction,38,150,3.12
reporter,177,700,3.12
in situ,66,261,3.12
cancer cause,80,316,3.12
particle,49,194,3.12
translational science,390,1549,3.11
primary outcome,398,1577,3.11
medical specialties,228,904,3.11
gene regulation,133,528,3.11
adanon,339,1343,3.11
gene expression regulation,133,528,3.11
gene regulation process,133,528,3.11
dolophine,339,1343,3.11
methadose,339,1343,3.11
efficacy testing,228,904,3.11
rodents mammals,739,2935,3.11
althose,339,1343,3.11
gene action regulation,133,528,3.11
life span,162,644,3.1
sedation procedure,105,418,3.1
manuscripts,179,712,3.1
lifespan,162,644,3.1
menthol,48,191,3.1
crossover design,37,147,3.1
health care,532,2116,3.1
sedation,105,418,3.1
muscle,65,259,3.1
lung respiratory system,114,453,3.1
nutrition,49,195,3.1
brainstem,83,330,3.1
probabilistic models,74,294,3.1
research specimen,97,387,3.09
interdisciplinary study,200,797,3.09
in utero,71,283,3.09
protective effect,72,287,3.09
specimen,97,387,3.09
skills,999,3987,3.09
consumption,541,2156,3.09
ritalin,31,124,3.08
causation,488,1953,3.08
poverty,117,469,3.08
training activity,111,445,3.08
kentucky,38,152,3.08
neonate,43,172,3.08
justice,98,392,3.08
sociobehavior,71,285,3.07
sociobehavioral,71,285,3.07
motion,53,213,3.07
postdoctoral fellow,249,1000,3.07
postdoc,249,1000,3.07
protocol development,55,221,3.07
acute stress,59,237,3.07
negative emotional state,60,241,3.07
child rearing,65,261,3.07
adaptive behaviors,54,217,3.07
k-series research career programs,179,720,3.07
post-doctoral,249,1000,3.07
translational approach,61,245,3.07
stains,58,233,3.07
research associate,249,1000,3.07
post-doc,249,1000,3.07
analgesia,266,1068,3.07
satisfaction,200,807,3.06
memory deficit,70,282,3.06
michigan,65,262,3.06
e-health,31,125,3.06
ehealth,31,125,3.06
research clinical testing,77,310,3.06
combat,214,862,3.06
memory impairment,70,282,3.06
clinical test,77,310,3.06
clinical testing,77,310,3.06
clinical evaluation,77,310,3.06
cns nervous system,301,1212,3.06
evolution,103,415,3.06
immunohistochemistry staining method,219,883,3.06
social interaction,91,368,3.05
g-protein-coupled receptors,249,1008,3.05
rhode island,44,178,3.05
clinical relevance,372,1505,3.05
neurophysiological,249,1008,3.05
pregnenedione,41,166,3.05
delta4-pregnene-3,41,166,3.05
clinically relevant,372,1505,3.05
injury,270,1093,3.05
corpus luteum hormone,41,166,3.05
conduct clinical trials,92,372,3.05
fear,211,853,3.05
therapeutic progesterone,41,166,3.05
electrophysiology,836,3377,3.05
behavioral paradigm,107,432,3.05
site-directed mutagenesis,43,174,3.05
route,198,800,3.05
g protein-complex receptor,249,1008,3.05
medical center,155,628,3.04
bio-informatics,230,937,3.03
metabolic disorder,40,163,3.03
statistics,201,817,3.03
neuroprotection,43,175,3.03
metabolic diseases,40,163,3.03
liver,148,602,3.03
docking,58,236,3.03
adulthood,1391,5669,3.03
thesaurismosis,40,163,3.03
metabolism disorder,40,163,3.03
oral,387,1573,3.03
addictive disorder,4553,18553,3.03
drug combinations,49,200,3.02
trial design,103,421,3.02
buprenorphine,445,1815,3.02
cancer risk,46,188,3.02
cohesion,32,131,3.01
drug kinetics,336,1378,3.01
intergenerational,39,160,3.01
b-cell,30,123,3.01
immunotherapy,43,176,3.01
age 18 years,44,180,3.01
immunology,52,213,3.01
qualifying,143,586,3.01
thalamus,187,768,3.0
tissue sample,38,156,3.0
neoplastic disease chemotherapeutic agents,36,148,3.0
neonatal,79,325,3.0
predict relapse,51,210,3.0
intervention effect,133,549,2.99
spinal cord,133,548,2.99
neuromodulator,109,449,2.99
penetration,105,433,2.99
bioinformatics,230,949,2.99
buffers,69,285,2.99
intervention trial,57,235,2.99
virus,199,822,2.99
relaxation,36,149,2.98
toxicities,311,1285,2.98
toxic effect,311,1285,2.98
molecular analysis,30,124,2.98
staining method,58,240,2.98
cellular model,73,303,2.97
algorithms,199,825,2.97
small molecule libraries,32,133,2.97
glucocorticoid receptor,38,158,2.97
pro-drugs,39,162,2.97
chemical library,32,133,2.97
economic income,107,445,2.97
drug precursors,39,162,2.97
economical income,107,445,2.97
physical health,141,586,2.97
chemoattractant cytokine,46,191,2.97
behavioral assay,128,532,2.97
cholesterol,32,133,2.97
drug design,82,341,2.97
physical conditioning,141,586,2.97
sis cytokines,46,191,2.97
cell model,73,303,2.97
intercrines,46,191,2.97
homologous chemotactic cytokines,46,191,2.97
disease model,87,361,2.97
experimental designs,153,637,2.96
national institute on drug abuse,1041,4342,2.96
neural mechanism,446,1857,2.96
neuromechanism,446,1857,2.96
disabled,33,138,2.95
pallidum,103,430,2.95
globus pallidus,103,430,2.95
sbir,109,456,2.95
positron emission tomographic (pet) imaging,99,414,2.95
positron emission tomographic imaging,99,414,2.95
migration,50,209,2.95
neurosciences,649,2714,2.95
positron emitting tomography,99,414,2.95
coupled,455,1902,2.95
fellowship,175,731,2.95
model development,47,197,2.94
alcohol testing,36,151,2.94
ethanol testing,36,151,2.94
treatment effectiveness,87,365,2.94
registries,85,356,2.94
injection drug use,71,298,2.94
older adult,129,541,2.94
experimental models,47,197,2.94
alcohol behavior,101,425,2.93
healthcare,532,2243,2.93
cb2 receptor,51,215,2.93
intervention therapy,294,1239,2.93
ethanol related behavior,101,425,2.93
publishing,763,3212,2.93
ethanol induced behavior,101,425,2.93
ethanol behavior,101,425,2.93
therapeutic intervention,294,1239,2.93
alcohol related behavior,101,425,2.93
alcohol induced behavior,101,425,2.93
cb2,51,215,2.93
rest,304,1280,2.93
mass spectrum analyses,113,476,2.93
pressure,74,311,2.93
mass spectrum analysis,113,476,2.93
mass spectroscopy,113,476,2.93
mass photometry/spectrum analysis,113,476,2.93
pre-clinical,651,2744,2.93
survey instrument,616,2595,2.93
positive reinforcements,54,227,2.93
epinephrine receptors,47,198,2.93
chronic alcohol use,135,570,2.92
chronic alcohol drinking,135,570,2.92
chronic alcohol ingestion,135,570,2.92
chronic ethanol consumption,135,570,2.92
small business innovation research grant,109,460,2.92
chronic etoh drinking,135,570,2.92
chronic ethanol drinking,135,570,2.92
chronic ethanol ingestion,135,570,2.92
chronic alcohol consumption,135,570,2.92
appointment,81,342,2.92
small business innovation research,109,460,2.92
tumor,210,888,2.92
approach behavior,35,148,2.92
rodent,739,3126,2.92
gene discovery,44,186,2.92
meth abuse,31,131,2.92
health benefit,91,384,2.92
awareness,200,849,2.91
logic,38,161,2.91
patient population,202,857,2.91
alternative treatment,47,199,2.91
medial,463,1963,2.91
face,312,1323,2.91
collaborations,1070,4539,2.91
faces,312,1322,2.91
facial,312,1322,2.91
overexpression,270,1144,2.91
overexpress,270,1144,2.91
nasal,37,157,2.91
rodentia,739,3141,2.9
canada,43,183,2.9
r-series research projects,564,2400,2.9
genomics,406,1728,2.9
severities,707,3021,2.89
wireless,33,141,2.89
department of health and human services,34,145,2.89
preclinical,651,2779,2.89
intracellular skeleton,45,192,2.89
united states dept. of health and human services,34,145,2.89
united states department of health and human services,34,145,2.89
cytoskeletal system,45,192,2.89
cellular matrix,45,192,2.89
nucleus,451,1923,2.89
predictive value,49,210,2.88
functional impairment,60,257,2.88
libraries,167,716,2.88
pharmacologic management,53,227,2.88
writing,285,1222,2.88
analgesic management,53,227,2.88
cell nucleus,451,1930,2.88
mental depression,942,4034,2.88
opiate receptors,326,1395,2.88
medication management,53,227,2.88
genome wide association scan,227,975,2.87
ovocylin,46,198,2.87
therapeutic estradiol,46,198,2.87
gwas,227,975,2.87
dimenformon,46,198,2.87
ovocyclin,46,198,2.87
estraldine,46,198,2.87
progynon,46,198,2.87
diogyn,46,198,2.87
diogynets,46,198,2.87
genome wide association,227,975,2.87
whole genome association study,227,975,2.87
genome wide association studies,227,975,2.87
translating,597,2564,2.87
o element,30,129,2.87
whole genome association studies,227,975,2.87
estradiol-17beta,46,198,2.87
estradiol-17 beta,46,198,2.87
treatment compliance,61,262,2.87
o2 element,30,129,2.87
estrace,46,198,2.87
genome wide association study,227,975,2.87
aquadiol,46,198,2.87
whole genome association analysis,227,975,2.87
advocate,74,318,2.87
reconstruction,37,159,2.87
genomewide association study,227,975,2.87
genomewide association studies,227,975,2.87
genomewide association scan,227,975,2.87
cancer drug,36,155,2.86
antineoplastic agents,36,155,2.86
intravenous,263,1135,2.86
antineoplastic drugs,36,155,2.86
tumor-specific treatment agents,36,155,2.86
fostering,381,1644,2.86
extramural activities,67,289,2.86
morbidity,579,2494,2.86
anti-cancer agents,36,155,2.86
extmr,67,289,2.86
extramural,67,289,2.86
molecular stereochemistry,107,461,2.86
conformational state,107,461,2.86
specialty,228,982,2.86
molecular conformation,107,461,2.86
healthcare policy,95,409,2.86
oxytocin,48,207,2.86
molecular configuration,107,461,2.86
data analyses,471,2030,2.86
morbidity - disease rate,579,2494,2.86
proteomics,161,695,2.86
coculture techniques,34,147,2.85
administrator,99,429,2.85
coculture,34,147,2.85
success,900,3895,2.85
math models,49,212,2.85
avoidance behavior,53,229,2.85
malignant - descriptor,43,186,2.85
mathematical modeling,49,212,2.85
co-culture,34,147,2.85
phase 2 study,46,199,2.85
computational modeling,186,804,2.85
computer based models,186,804,2.85
computerized modeling,186,804,2.85
computerized models,186,804,2.85
computational models,186,804,2.85
cocultivation,34,147,2.85
disease remission,83,361,2.84
ribonucleic acid,201,873,2.84
phase ii protocol,53,230,2.84
benefits and risks,35,152,2.84
remission,83,361,2.84
phase ii clinical trials,53,230,2.84
collegiate,204,888,2.83
american,687,2997,2.83
liver cells,34,148,2.83
systematics,185,806,2.83
classification,185,806,2.83
aversive stimulus,67,292,2.83
immunohistochemistry,219,954,2.83
prevent,1450,6309,2.83
clinical study,780,3401,2.83
preventing,1450,6309,2.83
risk factors,749,3267,2.83
kidney urinary system,39,170,2.83
social workers,38,166,2.82
child youth,450,1967,2.82
youngster,450,1967,2.82
visit,348,1520,2.82
data quality,30,131,2.82
0-11 years old,450,1967,2.82
equipment,86,376,2.82
children (0-21),450,1967,2.82
simulation,111,487,2.81
manpower,155,681,2.81
human resources,155,681,2.81
multi-site trial,38,167,2.81
meth exposure,36,158,2.81
methamphetamine exposure,36,158,2.81
hypothalamic-pituitary-adrenal axis,63,277,2.81
hypothalamic-pituitary-adrenal (hpa) axis,63,277,2.81
methodology,738,3240,2.81
postdoctoral training,63,277,2.81
hypothalmus-pituitary-adrenal axis,63,277,2.81
post-doctoral training,63,277,2.81
homelessness,80,351,2.81
unhoused,80,351,2.81
adaptive behavior,54,237,2.81
adaptation behavior,54,237,2.81
injured,39,172,2.8
income,107,472,2.8
biology,363,1600,2.8
genetic models,89,392,2.8
health related quality of life,39,172,2.8
neurologic disorders,314,1384,2.8
nervous system diseases,314,1384,2.8
joints,156,688,2.8
cancer cell line,35,154,2.8
high risk,725,3188,2.8
hospitals,300,1323,2.8
neurological disorders,314,1384,2.8
tobacco control,96,423,2.8
cognitive control,160,706,2.8
refractory,71,313,2.8
chronic stress,91,401,2.8
clinical sciences,88,387,2.8
neurological disease,314,1384,2.8
sleep problem,79,348,2.8
training and education,74,327,2.79
immunochemical immunologic,36,159,2.79
physiological homeostasis,208,919,2.79
mirnas,68,301,2.79
peer,328,1450,2.79
running,212,936,2.79
benzodiazepine compounds,88,389,2.79
ligand binding,87,385,2.79
disease causation,488,2157,2.79
autoregulation,208,919,2.79
monitor,921,4065,2.79
causality,488,2157,2.79
cue reactivity,133,588,2.79
resistant,403,1788,2.78
homeostasis,208,923,2.78
tm domain,37,164,2.78
alcohol abuse therapy,359,1590,2.78
pulmonary,114,506,2.78
alcohol abuse treatment,359,1590,2.78
alcohol treatment,359,1590,2.78
transmembrane region,37,164,2.78
young adulthood,353,1567,2.78
strains cell lines,216,958,2.78
transmembrane domain,37,164,2.78
drug abstinence,100,445,2.77
neural network,110,490,2.77
anxiolytics,94,418,2.77
anxiolytic agents,94,418,2.77
blood reticuloendothelial system,264,1174,2.77
research ethics,31,138,2.77
regulatory gene product,37,165,2.77
genetic regulatory protein,37,165,2.77
regulatory protein,37,165,2.77
service utilization,47,209,2.77
therapeutic effect,113,503,2.77
electric stimulation,71,316,2.77
anti-anxiety agents,94,418,2.77
receptor signaling,298,1325,2.77
anti-anxiety drugs,94,418,2.77
social support system,50,223,2.77
support system,50,223,2.77
novel approaches,579,2588,2.76
oxygen,30,134,2.76
novel strategies,579,2588,2.76
novel strategy,579,2588,2.76
ontogeny,381,1700,2.76
tissue growth,381,1700,2.76
behavioral model,165,738,2.76
new approaches,579,2588,2.76
antineoplastics,36,161,2.76
multidisciplinary collaboration,200,895,2.76
generalized growth,381,1700,2.76
scientific publication,433,1932,2.76
resistance,403,1798,2.76
lateral,273,1221,2.76
multidisciplinary research,200,895,2.76
interdisciplinary research,200,895,2.76
behavioral sciences,78,349,2.76
youth alcohol consumption,80,359,2.75
innovative technologies,45,202,2.75
nose,74,332,2.75
alcohol during adolescence,80,359,2.75
suicidality,102,458,2.75
relapse prevention,224,1005,2.75
prodrugs,39,175,2.75
growth,381,1711,2.75
drinking during adolescence,80,359,2.75
guidelines,290,1299,2.75
health services,187,840,2.75
feeling,100,450,2.74
nurses,89,401,2.74
feelings,100,450,2.74
biological process,111,500,2.74
implementation research,97,436,2.74
biological function,111,500,2.74
award,696,3132,2.74
satiety,53,239,2.74
nervous system disorder,314,1412,2.74
functional rna,73,328,2.74
non-coding rna,73,328,2.74
non-coding,73,328,2.74
treatment response,215,971,2.73
adrenoceptors,47,212,2.73
adenoreceptor,47,212,2.73
career development awards,179,808,2.73
genome-wide,195,880,2.73
career development awards and programs,179,808,2.73
physiology,339,1532,2.73
genomewide,195,880,2.73
therapeutic uses,49,221,2.73
career development programs k-series,179,808,2.73
clinical efficacy,72,325,2.73
research career program,179,808,2.73
k-awards,179,808,2.73
tumor cell,78,352,2.73
woman,683,3093,2.72
severe mental disorder,30,136,2.72
chronic mental illness,30,136,2.72
serious mental disorder,30,136,2.72
opiate antagonist,131,593,2.72
brain vascular accident,95,431,2.72
develop therapy,405,1835,2.72
anxiety,770,3493,2.72
persistent mental illness,30,136,2.72
palate,30,136,2.72
heritability,147,666,2.72
emergency room,164,745,2.71
legal,218,993,2.71
cardiovascular organ system,139,632,2.71
withdrawal symptom,296,1346,2.71
emergency department,164,745,2.71
accident and emergency department,164,745,2.71
heart vascular,139,632,2.71
general public,346,1576,2.71
effective therapy,686,3117,2.71
adherence,338,1541,2.71
general population,346,1576,2.71
effective treatment,686,3117,2.71
nerve supply,93,424,2.71
back,256,1169,2.7
dorsum,256,1169,2.7
neural pathways,67,306,2.7
discipline,214,976,2.7
label,403,1838,2.7
awake,119,544,2.7
wellbutrin,30,137,2.7
early childhood,42,192,2.7
transgenic mice,193,883,2.7
histone acetylation,53,242,2.7
millisecond,34,156,2.69
educational workshop,241,1107,2.69
distress,130,595,2.69
binge drinking,199,914,2.69
child maltreatment,41,188,2.69
childhood maltreatment,41,188,2.69
information dissemination,46,211,2.69
child abuse and neglect,41,188,2.69
neuraxis,301,1380,2.69
episodic drinking,199,914,2.69
msec,34,156,2.69
cellular motility,31,142,2.69
genetics-mutagenesis,72,330,2.69
binge alcohol consumption,199,914,2.69
cohort studies,109,501,2.68
image,749,3448,2.68
psychologist,83,382,2.68
dissection,83,382,2.68
concurrent studies,109,501,2.68
prevention strategy,225,1034,2.68
preventive strategy,225,1034,2.68
translational study,81,373,2.68
emotional,456,2102,2.68
satiation,53,245,2.67
18 year old,44,203,2.67
eighteen year old,44,203,2.67
national institute of drug abuse,1041,4815,2.67
cytochrome p450,67,309,2.67
heterologous transplantation,54,249,2.67
toll-like receptor 4,31,143,2.67
fly,56,259,2.67
flies,56,259,2.67
cell growth,43,199,2.66
circulatory shock,62,287,2.66
circulatory collapse,62,287,2.66
immunologics,36,167,2.66
cellular growth,43,199,2.66
cellular expansion,43,199,2.66
pilot projects,483,2236,2.66
cytoskeleton,45,209,2.66
plasma serum,221,1024,2.66
